frame,timestamp,side,cx,cy,length,angle_deg,brightness,color
24,0.4,left,245.307,216.021,34.993,188.75,0.9,1
24,0.4,right,302.807,213.907,34.974,7.65,0.9,1
24,0.4,left,473.714,198.391,40.126,168.796,0.9,1
24,0.4,right,524.712,202.292,35.43,-12.945,0.9,1
25,0.4166666666666667,left,243.955,215.48,37.743,192.512,0.9,1
25,0.4166666666666667,right,303.508,212.952,36.927,11.216,0.9,1
25,0.4166666666666667,left,475.261,198.292,39.522,166.899,0.9,1
25,0.4166666666666667,right,523.801,202.58,34.653,-12.314,0.9,1
26,0.43333333333333335,left,245.854,215.335,32.504,191.69,0.9,1
26,0.43333333333333335,right,304.285,213.065,34.8,11.367,0.9,1
26,0.43333333333333335,left,476.008,199.761,37.221,164.899,0.9,1
26,0.43333333333333335,right,523.408,201.558,35.705,-12.497,0.9,1
27,0.45,left,246.925,216.088,36.239,191.898,0.9,1
27,0.45,right,305.542,213.48,37.28,10.159,0.9,1
27,0.45,left,476.932,200.754,35.727,171.496,0.9,1
27,0.45,right,525.208,202.816,34.651,-12.045,0.9,1
28,0.4666666666666667,left,247.03,215.673,34.647,190.31,0.9,1
28,0.4666666666666667,right,307.309,213.019,36.53,11.183,0.9,1
28,0.4666666666666667,left,477.912,199.075,38.684,166.104,0.9,1
28,0.4666666666666667,right,524.944,202.479,36.395,-13.298,0.9,1
28,0.4666666666666667,distractor,424.046,124.09,7.515,118.795,0.35,1
29,0.48333333333333334,left,247.792,214.724,34.657,188.87,0.9,1
29,0.48333333333333334,right,308.951,212.802,35.994,9.425,0.9,1
29,0.48333333333333334,left,478.361,198.898,38.303,167.974,0.9,1
29,0.48333333333333334,right,526.228,201.989,35.67,-15.464,0.9,1
30,0.5,left,248.621,214.833,32.289,190.611,0.9,1
30,0.5,right,309.222,213.117,36.374,10.005,0.9,1
30,0.5,left,480.346,199.352,35.649,167.252,0.9,1
30,0.5,right,525.148,203.257,34.54,-16.114,0.9,1
31,0.5166666666666667,left,247.838,215.412,33.527,191.8,0.9,1
31,0.5166666666666667,right,311.061,213.455,37.047,8.637,0.9,1
31,0.5166666666666667,left,480.829,198.998,37.513,169.091,0.9,1
31,0.5166666666666667,right,524.724,201.86,33.962,-16.832,0.9,1
32,0.5333333333333333,left,248.236,214.012,34.321,189.931,0.9,1
32,0.5333333333333333,right,312.457,213.938,35.932,12.409,0.9,1
32,0.5333333333333333,left,482.638,198.977,35.413,166.8,0.9,1
32,0.5333333333333333,right,525.589,202.46,35.817,-13.079,0.9,1
33,0.55,right,552.716,200.381,32.64,7.516,0.95,0
33,0.55,left,249.209,213.878,32.682,189.741,0.9,1
33,0.55,right,313.162,213.103,36.642,8.864,0.9,1
33,0.55,left,484.254,199.475,36.68,167.062,0.9,1
33,0.55,right,526.33,202.719,34.754,-14.6,0.9,1
34,0.5666666666666667,right,557.423,201.192,29.808,5.339,0.95,0
34,0.5666666666666667,left,250.282,213.913,35.319,189.968,0.9,1
34,0.5666666666666667,right,314.831,214.469,36.76,10.186,0.9,1
34,0.5666666666666667,left,484.928,199.622,36.564,167.963,0.9,1
34,0.5666666666666667,right,525.604,202.202,34.102,-14.8,0.9,1
35,0.5833333333333334,right,560.182,201.49,31.125,3.384,0.95,0
35,0.5833333333333334,left,249.854,214.905,36.171,191.603,0.9,1
35,0.5833333333333334,right,316.195,213.017,38.456,9.598,0.9,1
35,0.5833333333333334,left,485.263,200.969,37.439,164.817,0.9,1
35,0.5833333333333334,right,525.852,203.494,33.221,-14.256,0.9,1
35,0.5833333333333334,distractor,496.979,439.862,10.136,64.579,0.35,1
36,0.6,right,564.404,200.889,30.346,6.374,0.95,0
36,0.6,left,251.005,214.713,35.546,188.069,0.9,1
36,0.6,right,317.514,212.345,36.701,12.698,0.9,1
36,0.6,left,486.261,200.128,38.262,165.304,0.9,1
36,0.6,right,526.956,202.926,33.989,-15.855,0.9,1
37,0.6166666666666667,right,568.589,200.742,31.332,2.3,0.95,0
37,0.6166666666666667,left,250.298,215.365,34.063,187.824,0.9,1
37,0.6166666666666667,right,317.284,212.426,35.474,9.964,0.9,1
37,0.6166666666666667,left,487.729,199.482,37.223,164.825,0.9,1
37,0.6166666666666667,right,527.343,202.191,34.758,-14.876,0.9,1
38,0.6333333333333333,right,573.109,201.045,29.503,3.053,0.95,0
38,0.6333333333333333,left,252.145,215.207,35.323,190.213,0.9,1
38,0.6333333333333333,right,319.745,212.412,39.698,8.348,0.9,1
38,0.6333333333333333,left,489.21,199.547,37.131,166.55,0.9,1
38,0.6333333333333333,right,526.455,204.565,32.695,-16.885,0.9,1
39,0.65,right,576.7,200.134,30.213,-0.238,0.95,0
39,0.65,left,253.925,214.548,36.937,188.946,0.9,1
39,0.65,right,321.626,212.659,36.076,11.22,0.9,1
39,0.65,left,488.61,200.153,38.541,163.633,0.9,1
39,0.65,right,526.188,203.224,33.939,-14.214,0.9,1
40,0.6666666666666666,right,580.055,200.7,28.618,1.959,0.95,0
40,0.6666666666666666,left,254.017,214.632,33.133,191.73,0.9,1
40,0.6666666666666666,right,321.425,214.147,35.721,10.5,0.9,1
40,0.6666666666666666,left,489.62,199.034,38.243,166.688,0.9,1
40,0.6666666666666666,right,526.448,202.415,35.525,-16.469,0.9,1
41,0.6833333333333333,right,583.01,200.557,30.33,-1.188,0.95,0
41,0.6833333333333333,left,254.081,213.936,33.692,187.61,0.9,1
41,0.6833333333333333,right,323.61,212.755,35.082,8.687,0.9,1
41,0.6833333333333333,left,491.583,198.919,37.06,164.006,0.9,1
41,0.6833333333333333,right,526.217,202.912,34.354,-13.557,0.9,1
42,0.7,right,588.977,200.916,30.219,0.72,0.95,0
42,0.7,left,254.025,215.038,35.961,190.523,0.9,1
42,0.7,right,324.408,212.944,36.096,6.27,0.9,1
42,0.7,left,492.572,200.252,39.477,165.975,0.9,1
42,0.7,right,526.64,203.311,34.049,-14.661,0.9,1
42,0.7,distractor,82.006,255.226,7.876,68.453,0.35,1
43,0.7166666666666667,right,592.253,201.815,30.961,1.611,0.95,0
43,0.7166666666666667,left,255.641,214.869,33.722,188.668,0.9,1
43,0.7166666666666667,right,326.362,213.22,36.208,7.365,0.9,1
43,0.7166666666666667,left,493.494,200.06,35.481,165.373,0.9,1
43,0.7166666666666667,right,526.902,203.334,34.087,-15.026,0.9,1
44,0.7333333333333333,right,595.752,201.366,29.732,-0.62,0.95,0
44,0.7333333333333333,left,256.256,216.237,34.315,192.343,0.9,1
44,0.7333333333333333,right,328.21,212.968,34.93,8.889,0.9,1
44,0.7333333333333333,left,494.29,200.689,38.263,163.985,0.9,1
44,0.7333333333333333,right,527.642,202.817,32.99,-11.736,0.9,1
45,0.75,right,599.319,200.886,30.42,-1.568,0.95,0
45,0.75,left,256.665,215.25,33.077,190.545,0.9,1
45,0.75,right,328.762,213.045,36.48,8.297,0.9,1
45,0.75,left,495.901,199.903,35.655,167.096,0.9,1
45,0.75,right,526.842,202.915,33.768,-16.134,0.9,1
48,0.8,right,611.482,200.877,29.142,-6.203,0.95,0
48,0.8,left,258.459,214.591,34.653,190.645,0.9,1
48,0.8,right,333.811,212.241,36.869,5.46,0.9,1
48,0.8,left,497.444,201.677,39.179,167.752,0.9,1
48,0.8,right,527.844,204.334,33.722,-11.647,0.9,1
49,0.8166666666666667,left,537.73,202.643,29.229,175.207,0.95,0
49,0.8166666666666667,right,613.443,202.371,28.223,-4.964,0.95,0
49,0.8166666666666667,left,259.371,214.179,35.615,190.43,0.9,1
49,0.8166666666666667,right,334.92,212.878,34.984,5.234,0.9,1
49,0.8166666666666667,left,498.908,199.811,37.32,167.213,0.9,1
49,0.8166666666666667,right,526.666,204.819,34.335,-14.647,0.9,1
49,0.8166666666666667,distractor,44.349,324.345,8.635,85.333,0.35,1
50,0.8333333333333334,left,543.39,200.418,28.259,178.456,0.95,0
50,0.8333333333333334,right,617.824,202.788,28.468,-2.898,0.95,0
50,0.8333333333333334,left,259.836,214.212,33.486,191.127,0.9,1
50,0.8333333333333334,right,336.019,212.188,37.206,5.962,0.9,1
50,0.8333333333333334,left,499.262,200.433,34.949,167.799,0.9,1
50,0.8333333333333334,right,526.596,203.242,32.748,-14.95,0.9,1
51,0.85,left,546.977,203.149,30.077,179.882,0.95,0
51,0.85,right,621.21,201.454,30.369,-5.641,0.95,0
51,0.85,left,260.933,213.956,34.176,187.031,0.9,1
51,0.85,right,337.143,212.918,38.751,8.005,0.9,1
51,0.85,left,499.199,200.306,35.587,165.319,0.9,1
51,0.85,right,525.268,203.121,34.463,-17.33,0.9,1
52,0.8666666666666667,left,551.277,201.128,30.995,176.932,0.95,0
52,0.8666666666666667,right,624.916,202.45,31.58,2.225,0.95,0
52,0.8666666666666667,left,261.99,215.017,35.456,184.472,0.9,1
52,0.8666666666666667,right,338.973,212.977,37.578,7.047,0.9,1
52,0.8666666666666667,left,500.154,200.715,35.13,164.208,0.9,1
52,0.8666666666666667,right,526.242,203.869,32.762,-14.38,0.9,1
53,0.8833333333333333,left,555.053,202.461,29.175,172.524,0.95,0
53,0.8833333333333333,right,628.16,201.918,29.717,-12.384,0.95,0
53,0.8833333333333333,left,262.244,214.19,35.547,189.664,0.9,1
53,0.8833333333333333,right,339.213,212.427,35.001,7.98,0.9,1
53,0.8833333333333333,left,501.711,200.532,39.225,165.493,0.9,1
53,0.8833333333333333,right,527.001,203.707,33.838,-17.063,0.9,1
54,0.9,left,558.412,201.219,29.958,173.168,0.95,0
54,0.9,left,263.52,214.809,36.039,189.687,0.9,1
54,0.9,right,341.93,212.164,34.351,4.707,0.9,1
54,0.9,left,502.392,201.013,36.4,165.954,0.9,1
54,0.9,right,526.489,204.014,33.611,-13.903,0.9,1
55,0.9166666666666666,left,564.103,201.837,30.131,175.914,0.95,0
55,0.9166666666666666,left,264.5,213.687,35.264,187.971,0.9,1
55,0.9166666666666666,right,342.301,211.455,35.449,6.746,0.9,1
55,0.9166666666666666,left,501.83,201.602,37.49,163.417,0.9,1
55,0.9166666666666666,right,526.724,204.483,33.476,-14.585,0.9,1
56,0.9333333333333333,left,566.302,202.014,29.064,175.779,0.95,0
56,0.9333333333333333,left,265.669,214.068,35.683,190.453,0.9,1
56,0.9333333333333333,right,343.333,212.554,38.119,6.899,0.9,1
56,0.9333333333333333,left,503.599,200.936,38.716,161.921,0.9,1
56,0.9333333333333333,right,526.284,204.383,31.98,-14.915,0.9,1
56,0.9333333333333333,distractor,546.762,261.78,13.672,85.527,0.35,1
57,0.95,left,570.254,201.882,28.439,173.315,0.95,0
57,0.95,left,265.364,213.669,36.463,186.345,0.9,1
57,0.95,right,346.753,212.603,35.448,7.031,0.9,1
57,0.95,left,504.784,200.997,36.579,166.225,0.9,1
57,0.95,right,525.606,204.436,34.145,-13.761,0.9,1
58,0.9666666666666667,left,574.196,201.933,28.736,176.365,0.95,0
58,0.9666666666666667,left,266.696,213.16,35.678,185.975,0.9,1
58,0.9666666666666667,right,346.969,212.582,38.293,7.034,0.9,1
58,0.9666666666666667,left,505.736,200.83,35.94,166.272,0.9,1
58,0.9666666666666667,right,524.787,205.101,32.954,-15.656,0.9,1
59,0.9833333333333333,left,578.833,200.684,29.279,174.514,0.95,0
59,0.9833333333333333,left,267.902,214.572,34.029,189.341,0.9,1
59,0.9833333333333333,right,348.103,213.041,35.453,6.877,0.9,1
59,0.9833333333333333,left,505.818,200.962,36.78,165.294,0.9,1
59,0.9833333333333333,right,525.527,204.146,33.3,-16.472,0.9,1
60,1.0,left,582.087,203.151,30.017,171.29,0.95,0
60,1.0,left,269.307,213.88,36.51,186.606,0.9,1
60,1.0,right,350.12,213.107,37.122,3.064,0.9,1
60,1.0,left,506.719,200.513,35.324,166.778,0.9,1
60,1.0,right,524.738,204.884,32.334,-12.917,0.9,1
61,1.0166666666666666,left,586.048,202.622,30.313,174.762,0.95,0
61,1.0166666666666666,left,269.614,214.382,35.951,185.319,0.9,1
61,1.0166666666666666,right,351.517,212.977,37.585,3.105,0.9,1
61,1.0166666666666666,left,506.526,200.782,34.111,164.291,0.9,1
61,1.0166666666666666,right,523.82,204.878,32.593,-15.701,0.9,1
62,1.0333333333333334,left,590.164,202.586,28.382,170.22,0.95,0
62,1.0333333333333334,left,270.243,213.29,36.533,188.633,0.9,1
62,1.0333333333333334,right,352.956,213.614,34.49,6.618,0.9,1
62,1.0333333333333334,left,508.051,200.818,36.591,163.865,0.9,1
62,1.0333333333333334,right,524.498,204.607,33.057,-14.701,0.9,1
63,1.05,left,593.725,202.206,29.944,170.454,0.95,0
63,1.05,left,271.868,214.639,36.473,185.727,0.9,1
63,1.05,right,354.346,212.606,34.765,6.315,0.9,1
63,1.05,left,508.797,201.343,37.179,163.12,0.9,1
63,1.05,right,523.755,204.738,34.265,-15.118,0.9,1
63,1.05,distractor,260.926,249.861,13.445,93.84,0.35,1
64,1.0666666666666667,left,597.806,202.62,31.398,166.774,0.95,0
64,1.0666666666666667,left,271.764,213.858,34.853,185.724,0.9,1
64,1.0666666666666667,right,354.881,212.963,37.382,7.675,0.9,1
64,1.0666666666666667,left,509.376,201.456,37.262,167.547,0.9,1
64,1.0666666666666667,right,522.969,205.28,35.981,-14.225,0.9,1
65,1.0833333333333333,left,600.371,203.195,28.481,165.188,0.95,0
65,1.0833333333333333,left,271.763,213.051,37.151,188.71,0.9,1
65,1.0833333333333333,right,356.419,212.471,38.023,4.338,0.9,1
65,1.0833333333333333,left,510.169,201.278,35.944,167.303,0.9,1
65,1.0833333333333333,right,523.775,205.033,32.715,-13.209,0.9,1
66,1.1,left,604.087,202.83,28.649,167.163,0.95,0
66,1.1,left,274.9,213.239,33.407,183.611,0.9,1
66,1.1,right,358.821,212.71,36.957,4.72,0.9,1
66,1.1,left,509.777,201.218,34.419,162.342,0.9,1
66,1.1,right,523.657,204.855,32.91,-16.365,0.9,1
67,1.1166666666666667,left,607.559,203.155,29.108,168.829,0.95,0
67,1.1166666666666667,left,276.882,213.79,34.007,188.094,0.9,1
67,1.1166666666666667,right,359.541,212.82,36.658,6.521,0.9,1
67,1.1166666666666667,left,511.322,201.747,36.92,165.656,0.9,1
67,1.1166666666666667,right,523.492,204.218,32.321,-15.985,0.9,1
68,1.1333333333333333,left,611.612,202.232,29.006,165.283,0.95,0
68,1.1333333333333333,left,277.416,213.809,36.11,186.952,0.9,1
68,1.1333333333333333,right,361.092,213.296,36.556,6.255,0.9,1
68,1.1333333333333333,left,510.945,201.609,36.197,163.209,0.9,1
68,1.1333333333333333,right,523.266,205.422,32.436,-16.015,0.9,1
69,1.15,left,615.471,203.369,29.99,165.984,0.95,0
69,1.15,left,278.211,214.105,35.148,184.074,0.9,1
69,1.15,right,363.1,212.733,36.396,5.515,0.9,1
69,1.15,left,511.563,202.218,34.339,162.902,0.9,1
69,1.15,right,522.376,205.61,32.169,-14.473,0.9,1
70,1.1666666666666667,distractor,327.511,362.069,10.755,105.95,0.35,0
71,1.1833333333333333,left,619.846,203.737,27.696,170.438,0.95,0
71,1.1833333333333333,left,279.238,212.933,35.753,183.93,0.9,1
71,1.1833333333333333,right,366.567,212.497,36.79,6.789,0.9,1
71,1.1833333333333333,left,512.116,200.872,33.484,167.279,0.9,1
71,1.1833333333333333,right,521.662,205.2,33.359,-13.295,0.9,1
72,1.2,left,622.991,204.599,28.563,168.778,0.95,0
72,1.2,left,280.217,214.036,36.681,185.583,0.9,1
72,1.2,right,366.368,213.34,37.459,-0.25,0.9,1
72,1.2,left,512.211,202.084,36.171,166.915,0.9,1
72,1.2,right,521.01,204.773,32.849,-15.952,0.9,1
74,1.2333333333333334,left,282.861,213.245,34.664,185.774,0.9,1
74,1.2333333333333334,right,370.257,212.678,36.516,5.42,0.9,1
74,1.2333333333333334,left,514.149,202.534,36.529,164.963,0.9,1
75,1.25,left,284.547,213.88,36.306,183.868,0.9,1
75,1.25,right,370.991,212.516,34.514,3.432,0.9,1
75,1.25,left,513.914,202.557,35.043,162.413,0.9,1
76,1.2666666666666666,left,286.066,213.475,35.947,183.243,0.9,1
76,1.2666666666666666,right,372.353,212.178,37.891,4.041,0.9,1
76,1.2666666666666666,left,513.566,202.084,34.733,163.889,0.9,1
77,1.2833333333333334,left,287.178,213.376,38.099,183.608,0.9,1
77,1.2833333333333334,right,374.721,212.869,36.008,2.296,0.9,1
77,1.2833333333333334,left,515.384,202.243,34.594,165.904,0.9,1
77,1.2833333333333334,distractor,588.381,249.287,11.705,103.038,0.35,1
78,1.3,left,287.751,212.897,36.284,184.677,0.9,1
78,1.3,right,375.339,211.838,36.536,1.252,0.9,1
78,1.3,left,515.35,202.31,34.152,160.735,0.9,1
79,1.3166666666666667,right,507.175,219.929,24.929,12.327,0.95,0
79,1.3166666666666667,left,288.224,213.61,35.81,184.62,0.9,1
79,1.3166666666666667,right,377.056,213.417,35.642,2.879,0.9,1
79,1.3166666666666667,left,515.686,202.312,37.391,165.423,0.9,1
80,1.3333333333333333,right,509.733,220.336,26.812,7.585,0.95,0
80,1.3333333333333333,left,290.097,213.761,35.445,183.202,0.9,1
80,1.3333333333333333,right,378.597,212.423,38.095,3.9,0.9,1
80,1.3333333333333333,left,516.711,201.968,34.091,161.108,0.9,1
81,1.35,right,513.094,220.238,27.608,4.516,0.95,0
81,1.35,left,291.436,213.258,35.936,184.336,0.9,1
81,1.35,right,379.449,212.629,36.833,-1.005,0.9,1
81,1.35,left,516.109,202.948,33.86,163.488,0.9,1
83,1.3833333333333333,right,518.65,220.515,25.738,4.872,0.95,0
83,1.3833333333333333,left,292.292,212.155,35.196,182.137,0.9,1
83,1.3833333333333333,right,383.019,213.031,34.731,2.91,0.9,1
83,1.3833333333333333,left,517.05,202.364,35.763,163.977,0.9,1
84,1.4,right,521.919,219.876,26.98,6.279,0.95,0
84,1.4,left,295.225,211.705,35.785,185.371,0.9,1
84,1.4,right,383.833,212.808,36.802,4.974,0.9,1
84,1.4,left,516.401,201.434,34.426,164.486,0.9,1
84,1.4,distractor,302.623,232.845,7.289,113.155,0.35,1
85,1.4166666666666667,right,524.376,219.143,27.61,8.531,0.95,0
85,1.4166666666666667,left,295.178,213.676,35.188,184.341,0.9,1
85,1.4166666666666667,right,385.993,212.863,36.518,1.333,0.9,1
85,1.4166666666666667,left,515.446,202.778,35.058,162.255,0.9,1
86,1.4333333333333333,right,527.007,219.9,26.628,4.135,0.95,0
86,1.4333333333333333,left,297.422,212.875,33.81,183.851,0.9,1
86,1.4333333333333333,right,386.806,213.497,34.941,-1.303,0.9,1
86,1.4333333333333333,left,517.458,203.478,34.137,161.581,0.9,1
87,1.45,right,529.756,221.505,26.799,4.067,0.95,0
87,1.45,left,298.829,212.729,36.377,182.058,0.9,1
87,1.45,right,389.339,213.305,38.491,0.042,0.9,1
87,1.45,left,518.568,202.634,34.431,165.041,0.9,1
88,1.4666666666666666,right,533.096,219.832,27.04,6.526,0.95,0
88,1.4666666666666666,left,298.549,212.898,37.027,182.716,0.9,1
88,1.4666666666666666,right,390.482,212.877,37.255,-1.539,0.9,1
88,1.4666666666666666,left,516.986,202.75,35.431,162.389,0.9,1
89,1.4833333333333334,right,535.915,220.142,26.406,2.61,0.95,0
89,1.4833333333333334,left,301.763,212.407,34.872,178.458,0.9,1
89,1.4833333333333334,right,391.219,212.612,36.148,2.049,0.9,1
89,1.4833333333333334,left,517.319,204.507,35.803,165.59,0.9,1
90,1.5,right,538.692,220.402,27.408,4.522,0.95,0
90,1.5,left,301.18,212.997,37.167,181.49,0.9,1
90,1.5,right,393.394,212.932,34.794,2.336,0.9,1
90,1.5,left,517.668,202.961,35.51,164.491,0.9,1
91,1.5166666666666666,distractor,421.096,325.809,14.596,118.732,0.35,1
92,1.5333333333333334,right,545.304,220.066,27.624,3.41,0.95,0
92,1.5333333333333334,left,304.002,212.934,37.179,181.18,0.9,1
92,1.5333333333333334,right,395.921,213.75,35.771,0.653,0.9,1
92,1.5333333333333334,left,519.164,202.231,35.211,161.25,0.9,1
93,1.55,right,548.367,221.159,28.189,2.3,0.95,0
93,1.55,left,306.808,212.64,35.484,182.205,0.9,1
93,1.55,right,397.882,212.92,36.572,2.263,0.9,1
93,1.55,left,517.713,203.879,34.742,165.417,0.9,1
